transactionId,date,amount,currency,status
TXN0522,2025-06-27,1753.55,EUR,PENDING
TXN0523,2025-06-27,1121.17,INR,FAILED
TXN0524,2025-06-17,3967.79,EUR,SUCCESS
TXN0525,2025-06-27,3771.74,INR,FAILED
TXN0526,2025-06-21,524.52,INR,SUCCESS
TXN0527,2025-06-23,794.31,EUR,PENDING
TXN0528,2025-06-26,4678.74,USD,FAILED
TXN0529,2025-06-26,2998.64,EUR,FAILED
TXN0530,2025-06-17,3718.78,EUR,PENDING
TXN0531,2025-06-17,3607.14,USD,PENDING
TXN0532,2025-06-17,2759.28,INR,FAILED
TXN0533,2025-06-20,957.41,EUR,FAILED
TXN0534,2025-06-26,293.99,EUR,PENDING
TXN0535,2025-06-27,4198.04,EUR,FAILED
TXN0536,2025-06-27,838.23,INR,SUCCESS
TXN0537,2025-06-24,2214.11,EUR,FAILED
TXN0538,2025-06-19,4899.12,USD,PENDING
TXN0539,2025-06-26,4582.93,INR,PENDING
TXN0540,2025-06-20,661.58,EUR,SUCCESS
TXN0541,2025-06-22,4853.42,INR,SUCCESS
TXN0542,2025-06-17,1394.86,USD,FAILED
TXN0543,2025-06-25,2816.7,INR,SUCCESS
TXN0544,2025-06-21,2860.23,EUR,FAILED
TXN0545,2025-06-17,4839.05,EUR,PENDING
TXN0546,2025-06-26,4749.76,INR,SUCCESS
TXN0547,2025-06-20,3273.81,USD,FAILED
TXN0548,2025-06-22,3093.15,INR,SUCCESS
TXN0549,2025-06-26,3139.79,EUR,PENDING
TXN0550,2025-06-23,3910.02,INR,SUCCESS
TXN0551,2025-06-20,2179.3,USD,FAILED
TXN0552,2025-06-17,3378.2,EUR,PENDING
TXN0553,2025-06-20,4927.59,EUR,FAILED
TXN0554,2025-06-25,350.93,USD,PENDING
TXN0555,2025-06-19,1997.97,INR,FAILED
TXN0556,2025-06-27,4955.15,EUR,PENDING
TXN0557,2025-06-22,3363.92,USD,FAILED
TXN0558,2025-06-18,206.86,USD,PENDING
TXN0559,2025-06-24,190.37,INR,SUCCESS
TXN0560,2025-06-18,2965.5,INR,SUCCESS
TXN0561,2025-06-20,2341.8,EUR,SUCCESS
TXN0562,2025-06-22,3848.14,INR,SUCCESS
TXN0563,2025-06-23,346.3,USD,SUCCESS
TXN0564,2025-06-20,164.91,EUR,PENDING
TXN0565,2025-06-19,2076.1,INR,PENDING
TXN0566,2025-06-23,3289.65,USD,FAILED
TXN0567,2025-06-19,4607.68,USD,PENDING
TXN0568,2025-06-21,715.39,EUR,SUCCESS
TXN0569,2025-06-25,4396.99,INR,PENDING
TXN0570,2025-06-24,1329.97,INR,SUCCESS
TXN0571,2025-06-25,2355.45,USD,PENDING
TXN0572,2025-06-19,4682.01,USD,FAILED
TXN0573,2025-06-17,2686.2,INR,SUCCESS
TXN0574,2025-06-17,3742.82,USD,PENDING
TXN0575,2025-06-26,878.0,INR,PENDING
TXN0576,2025-06-24,858.88,INR,FAILED
TXN0577,2025-06-17,134.04,INR,FAILED
TXN0578,2025-06-20,4053.02,INR,SUCCESS
TXN0579,2025-06-18,2286.88,INR,SUCCESS
TXN0580,2025-06-23,1145.27,USD,PENDING
TXN0581,2025-06-18,4190.37,EUR,FAILED
TXN0582,2025-06-21,955.3,INR,FAILED
TXN0583,2025-06-26,3269.5,INR,FAILED
TXN0584,2025-06-22,4309.05,INR,PENDING
TXN0585,2025-06-21,2027.61,EUR,SUCCESS
TXN0586,2025-06-22,990.83,EUR,SUCCESS
TXN0587,2025-06-20,1937.69,USD,FAILED
TXN0588,2025-06-18,125.33,INR,SUCCESS
TXN0589,2025-06-21,4235.09,INR,PENDING
TXN0590,2025-06-24,2509.91,EUR,SUCCESS
TXN0591,2025-06-23,2605.2,USD,SUCCESS
TXN0592,2025-06-24,322.81,INR,PENDING
TXN0593,2025-06-24,4634.78,USD,FAILED
TXN0594,2025-06-24,1664.77,INR,SUCCESS
TXN0595,2025-06-17,3405.93,EUR,SUCCESS
TXN0596,2025-06-24,4211.23,EUR,SUCCESS
TXN0597,2025-06-18,1263.81,EUR,SUCCESS
TXN0598,2025-06-26,4640.92,USD,FAILED
TXN0599,2025-06-22,2368.63,USD,PENDING
TXN0600,2025-06-20,764.38,USD,FAILED
TXN0601,2025-06-20,4060.59,INR,PENDING
TXN0602,2025-06-17,657.38,USD,PENDING
TXN0603,2025-06-24,2438.92,USD,PENDING
TXN0604,2025-06-21,530.04,INR,FAILED
TXN0605,2025-06-24,4199.07,EUR,SUCCESS
TXN0606,2025-06-19,866.76,EUR,SUCCESS
TXN0607,2025-06-20,1177.43,EUR,PENDING
TXN0608,2025-06-23,646.68,USD,FAILED
TXN0609,2025-06-22,2415.72,EUR,FAILED
TXN0610,2025-06-23,1693.16,EUR,PENDING
TXN0611,2025-06-23,1054.46,INR,FAILED
TXN0612,2025-06-26,2396.05,INR,FAILED
TXN0613,2025-06-21,758.39,INR,SUCCESS
TXN0614,2025-06-27,2932.75,USD,FAILED
TXN0615,2025-06-18,4306.38,USD,FAILED
TXN0616,2025-06-20,460.04,EUR,SUCCESS
TXN0617,2025-06-23,1104.5,USD,SUCCESS
TXN0618,2025-06-23,3996.58,USD,FAILED
TXN0619,2025-06-24,671.08,EUR,SUCCESS
TXN0620,2025-06-23,4448.89,EUR,SUCCESS
TXN0621,2025-06-25,3576.62,USD,PENDING
TXN0622,2025-06-21,693.25,EUR,FAILED
TXN0623,2025-06-19,2801.93,INR,FAILED
TXN0624,2025-06-24,4960.91,INR,SUCCESS
TXN0625,2025-06-19,3835.58,EUR,SUCCESS
TXN0626,2025-06-19,995.52,USD,PENDING
TXN0627,2025-06-27,3277.07,EUR,FAILED
TXN0628,2025-06-17,2717.46,INR,FAILED
TXN0629,2025-06-23,2708.49,EUR,PENDING
TXN0630,2025-06-25,2933.3,INR,SUCCESS
TXN0631,2025-06-21,2612.78,EUR,PENDING
TXN0632,2025-06-25,709.24,USD,FAILED
TXN0633,2025-06-22,285.72,EUR,FAILED
TXN0634,2025-06-23,3872.41,EUR,PENDING
TXN0635,2025-06-20,549.07,USD,SUCCESS
TXN0636,2025-06-22,4207.53,INR,FAILED
TXN0637,2025-06-25,1126.37,USD,SUCCESS
TXN0638,2025-06-27,2034.98,EUR,SUCCESS
TXN0639,2025-06-17,3824.88,EUR,FAILED
TXN0640,2025-06-21,3469.9,INR,SUCCESS
TXN0641,2025-06-18,3423.36,INR,SUCCESS
TXN0642,2025-06-23,1210.03,EUR,PENDING
TXN0643,2025-06-26,126.49,INR,PENDING
TXN0644,2025-06-19,2075.65,USD,PENDING
TXN0645,2025-06-20,270.51,EUR,PENDING
TXN0646,2025-06-22,4030.7,EUR,SUCCESS
TXN0647,2025-06-27,3407.36,INR,FAILED
TXN0648,2025-06-19,2923.16,EUR,FAILED
TXN0649,2025-06-25,1006.03,USD,SUCCESS
TXN0650,2025-06-23,3579.88,INR,FAILED
TXN0651,2025-06-26,2132.98,INR,PENDING
TXN0652,2025-06-18,4802.17,INR,FAILED
TXN0653,2025-06-25,3052.54,USD,SUCCESS
TXN0654,2025-06-19,4718.81,EUR,FAILED
TXN0655,2025-06-27,1741.43,USD,PENDING
TXN0656,2025-06-21,2767.3,INR,FAILED
TXN0657,2025-06-17,1618.13,INR,FAILED
TXN0658,2025-06-21,3404.22,EUR,PENDING
TXN0659,2025-06-26,3926.92,USD,FAILED
TXN0660,2025-06-17,244.9,INR,PENDING
TXN0661,2025-06-21,1943.46,INR,FAILED
TXN0662,2025-06-23,4346.1,USD,SUCCESS
TXN0663,2025-06-17,3851.64,USD,PENDING
TXN0664,2025-06-19,4440.2,USD,PENDING
TXN0665,2025-06-19,1245.63,USD,PENDING
TXN0666,2025-06-22,2914.25,USD,SUCCESS
TXN0667,2025-06-22,4314.48,EUR,SUCCESS
TXN0668,2025-06-21,4323.47,INR,PENDING
TXN0669,2025-06-17,4131.74,INR,FAILED
TXN0670,2025-06-22,989.91,EUR,PENDING
TXN0671,2025-06-22,4387.93,USD,FAILED
TXN0672,2025-06-20,4256.99,EUR,SUCCESS
TXN0673,2025-06-20,4587.09,EUR,PENDING
TXN0674,2025-06-19,3767.44,USD,SUCCESS
TXN0675,2025-06-23,2632.95,EUR,PENDING
TXN0676,2025-06-24,352.14,USD,FAILED
TXN0677,2025-06-22,3482.75,USD,PENDING
TXN0678,2025-06-23,1540.79,EUR,FAILED
TXN0679,2025-06-27,1116.98,USD,PENDING
TXN0680,2025-06-26,2858.35,USD,PENDING
TXN0681,2025-06-22,2640.87,INR,FAILED
TXN0682,2025-06-27,3980.44,INR,SUCCESS
TXN0683,2025-06-19,4669.01,EUR,FAILED
TXN0684,2025-06-21,3846.31,EUR,FAILED
TXN0685,2025-06-23,2841.29,USD,SUCCESS
TXN0686,2025-06-18,4961.91,USD,SUCCESS
TXN0687,2025-06-22,3496.3,EUR,FAILED
TXN0688,2025-06-21,1796.47,EUR,FAILED
TXN0689,2025-06-17,1978.79,EUR,PENDING
TXN0690,2025-06-21,4821.04,USD,PENDING
TXN0691,2025-06-17,638.96,USD,SUCCESS
TXN0692,2025-06-17,2908.84,EUR,PENDING
TXN0693,2025-06-27,2915.19,INR,PENDING
TXN0694,2025-06-27,1299.41,USD,PENDING
TXN0695,2025-06-26,3183.97,EUR,SUCCESS
TXN0696,2025-06-27,1130.01,USD,SUCCESS
TXN0697,2025-06-25,765.37,INR,PENDING
TXN0698,2025-06-24,4728.8,EUR,FAILED
TXN0699,2025-06-23,1468.28,USD,FAILED
TXN0700,2025-06-27,2561.11,INR,SUCCESS
TXN0701,2025-06-22,521.01,INR,SUCCESS
TXN0702,2025-06-18,1385.64,EUR,FAILED
TXN0703,2025-06-17,1497.31,EUR,SUCCESS
TXN0704,2025-06-25,4137.25,USD,SUCCESS
TXN0705,2025-06-22,1593.1,INR,PENDING
TXN0706,2025-06-17,1588.71,EUR,SUCCESS
TXN0707,2025-06-17,1981.67,EUR,FAILED
TXN0708,2025-06-23,262.59,EUR,FAILED
TXN0709,2025-06-20,3997.43,INR,SUCCESS
TXN0710,2025-06-18,2150.17,INR,SUCCESS
TXN0711,2025-06-23,2637.02,INR,FAILED
TXN0712,2025-06-17,4697.33,EUR,SUCCESS
TXN0713,2025-06-19,900.86,EUR,FAILED
TXN0714,2025-06-17,3818.54,EUR,PENDING
TXN0715,2025-06-26,3218.79,USD,SUCCESS
TXN0716,2025-06-19,4561.73,INR,SUCCESS
TXN0717,2025-06-23,3245.29,USD,PENDING
TXN0718,2025-06-20,1749.04,USD,FAILED
TXN0719,2025-06-24,1350.65,INR,PENDING
TXN0720,2025-06-19,2978.45,USD,FAILED
TXN0721,2025-06-27,446.21,USD,FAILED
TXN0722,2025-06-21,416.87,EUR,SUCCESS
TXN0723,2025-06-17,931.92,USD,SUCCESS
TXN0724,2025-06-17,3083.95,USD,SUCCESS
TXN0725,2025-06-18,4490.24,INR,PENDING
TXN0726,2025-06-24,1138.21,USD,PENDING
TXN0727,2025-06-18,4434.7,EUR,FAILED
TXN0728,2025-06-18,2067.1,INR,SUCCESS
TXN0729,2025-06-22,174.17,USD,SUCCESS
TXN0730,2025-06-23,1551.62,USD,FAILED
TXN0731,2025-06-21,354.18,USD,FAILED
TXN0732,2025-06-24,1895.13,USD,SUCCESS
TXN0733,2025-06-25,756.73,USD,PENDING
TXN0734,2025-06-25,4730.95,INR,PENDING
TXN0735,2025-06-22,1131.86,INR,SUCCESS
TXN0736,2025-06-26,1034.08,USD,FAILED
TXN0737,2025-06-18,2025.99,USD,FAILED
TXN0738,2025-06-23,4924.87,INR,PENDING
TXN0739,2025-06-25,338.35,INR,FAILED
TXN0740,2025-06-22,2498.31,INR,FAILED
TXN0741,2025-06-19,3430.54,USD,SUCCESS
TXN0742,2025-06-21,3787.9,EUR,PENDING
TXN0743,2025-06-26,1389.57,EUR,FAILED
TXN0744,2025-06-21,3868.95,INR,PENDING
TXN0745,2025-06-22,3520.02,USD,FAILED
TXN0746,2025-06-22,3046.16,USD,PENDING
TXN0747,2025-06-17,449.09,USD,PENDING
TXN0748,2025-06-23,4495.66,EUR,FAILED
TXN0749,2025-06-23,2914.4,INR,SUCCESS
TXN0750,2025-06-18,1353.17,USD,SUCCESS
TXN0751,2025-06-24,4864.47,EUR,PENDING
TXN0752,2025-06-27,2701.53,INR,FAILED
TXN0753,2025-06-19,1172.41,EUR,PENDING
TXN0754,2025-06-19,102.04,INR,FAILED
TXN0755,2025-06-25,470.18,INR,SUCCESS
TXN0756,2025-06-21,1894.96,USD,SUCCESS
TXN0757,2025-06-21,590.29,INR,FAILED
TXN0758,2025-06-25,260.68,INR,SUCCESS
TXN0759,2025-06-26,3018.0,EUR,SUCCESS
TXN0760,2025-06-24,2827.14,EUR,PENDING
TXN0761,2025-06-20,4491.44,USD,FAILED
TXN0762,2025-06-19,4735.32,INR,FAILED
TXN0763,2025-06-20,802.09,INR,SUCCESS
TXN0764,2025-06-21,3869.64,USD,PENDING
TXN0765,2025-06-17,1988.98,INR,PENDING
TXN0766,2025-06-21,324.82,EUR,PENDING
TXN0767,2025-06-19,3217.35,EUR,FAILED
TXN0768,2025-06-21,3423.21,USD,SUCCESS
TXN0769,2025-06-24,408.55,USD,FAILED
TXN0770,2025-06-18,3063.34,EUR,FAILED
TXN0771,2025-06-26,3961.74,EUR,FAILED
TXN0772,2025-06-23,203.83,INR,PENDING
TXN0773,2025-06-24,4593.64,EUR,SUCCESS
TXN0774,2025-06-21,1125.89,INR,FAILED
TXN0775,2025-06-22,2858.71,INR,SUCCESS
TXN0776,2025-06-18,1162.82,USD,PENDING
TXN0777,2025-06-25,263.72,USD,FAILED
TXN0778,2025-06-26,225.94,EUR,SUCCESS
TXN0779,2025-06-24,520.63,EUR,FAILED
TXN0780,2025-06-20,4621.34,EUR,SUCCESS
TXN0781,2025-06-20,965.72,INR,FAILED
TXN0782,2025-06-22,755.35,EUR,FAILED
TXN0783,2025-06-19,1967.5,USD,FAILED
TXN0784,2025-06-19,2801.88,EUR,SUCCESS
TXN0785,2025-06-18,1931.5,INR,SUCCESS
TXN0786,2025-06-17,311.33,EUR,SUCCESS
TXN0787,2025-06-20,2029.15,USD,FAILED
TXN0788,2025-06-20,1912.9,INR,FAILED
TXN0789,2025-06-17,1477.71,USD,PENDING
TXN0790,2025-06-19,1473.91,USD,FAILED
TXN0791,2025-06-26,680.09,EUR,SUCCESS
TXN0792,2025-06-23,2284.32,EUR,SUCCESS
TXN0793,2025-06-18,2776.9,INR,FAILED
TXN0794,2025-06-17,2337.16,EUR,FAILED
TXN0795,2025-06-25,4977.55,EUR,SUCCESS
TXN0796,2025-06-24,1024.9,EUR,PENDING
TXN0797,2025-06-23,3021.38,INR,PENDING
TXN0798,2025-06-26,4683.19,USD,SUCCESS
TXN0799,2025-06-17,3913.32,EUR,SUCCESS
TXN0800,2025-06-20,1158.63,USD,PENDING
TXN0801,2025-06-26,3926.67,INR,FAILED
TXN0802,2025-06-21,1605.87,INR,FAILED
TXN0803,2025-06-21,4424.03,EUR,FAILED
TXN0804,2025-06-24,3282.86,INR,SUCCESS
TXN0805,2025-06-18,1115.57,EUR,FAILED
TXN0806,2025-06-21,3976.39,INR,PENDING
TXN0807,2025-06-24,2838.25,USD,FAILED
TXN0808,2025-06-20,4138.55,INR,PENDING
TXN0809,2025-06-18,3168.39,USD,PENDING
TXN0810,2025-06-27,4604.77,INR,PENDING
TXN0811,2025-06-24,3153.5,INR,SUCCESS
TXN0812,2025-06-24,2145.42,INR,SUCCESS
TXN0813,2025-06-17,2840.99,USD,PENDING
TXN0814,2025-06-21,4601.18,INR,SUCCESS
TXN0815,2025-06-17,4183.12,EUR,PENDING
TXN0816,2025-06-17,2997.36,INR,FAILED
TXN0817,2025-06-27,1646.15,EUR,SUCCESS
TXN0818,2025-06-18,2746.28,INR,SUCCESS
TXN0819,2025-06-25,4753.37,EUR,FAILED
TXN0820,2025-06-18,2473.13,EUR,SUCCESS
TXN0821,2025-06-21,623.28,INR,FAILED
TXN0822,2025-06-27,913.93,INR,FAILED
TXN0823,2025-06-21,2520.92,USD,FAILED
TXN0824,2025-06-17,2567.12,INR,PENDING
TXN0825,2025-06-19,3993.35,INR,PENDING
TXN0826,2025-06-18,3549.28,USD,SUCCESS
TXN0827,2025-06-26,822.43,EUR,PENDING
TXN0828,2025-06-27,1232.16,INR,FAILED
TXN0829,2025-06-24,1737.94,USD,SUCCESS
TXN0830,2025-06-19,3352.26,USD,SUCCESS
TXN0831,2025-06-17,4573.27,INR,PENDING
TXN0832,2025-06-17,1500.63,INR,PENDING
TXN0833,2025-06-25,1081.98,USD,FAILED
TXN0834,2025-06-22,3949.32,INR,SUCCESS
TXN0835,2025-06-26,2156.45,USD,SUCCESS
TXN0836,2025-06-27,3053.91,INR,SUCCESS
TXN0837,2025-06-20,809.87,EUR,PENDING
TXN0838,2025-06-22,1758.02,EUR,SUCCESS
TXN0839,2025-06-27,1699.56,USD,SUCCESS
TXN0840,2025-06-20,978.91,USD,PENDING
TXN0841,2025-06-22,2207.91,EUR,PENDING
TXN0842,2025-06-21,2261.03,USD,FAILED
TXN0843,2025-06-18,2627.05,EUR,SUCCESS
TXN0844,2025-06-20,3983.56,USD,FAILED
TXN0845,2025-06-22,1429.47,EUR,PENDING
TXN0846,2025-06-21,4249.43,INR,SUCCESS
TXN0847,2025-06-25,246.38,INR,PENDING
TXN0848,2025-06-27,262.43,USD,SUCCESS
TXN0849,2025-06-18,362.99,EUR,PENDING
TXN0850,2025-06-19,3737.69,USD,PENDING
TXN0851,2025-06-20,2033.58,INR,PENDING
TXN0852,2025-06-26,4962.89,EUR,FAILED
TXN0853,2025-06-21,4791.99,INR,FAILED
TXN0854,2025-06-19,4335.43,INR,PENDING
TXN0855,2025-06-22,166.3,INR,SUCCESS
TXN0856,2025-06-27,2111.0,EUR,PENDING
TXN0857,2025-06-19,775.76,USD,FAILED
TXN0858,2025-06-21,4707.8,EUR,PENDING
TXN0859,2025-06-26,3140.36,INR,PENDING
TXN0860,2025-06-17,2683.16,INR,FAILED
TXN0861,2025-06-20,3355.51,USD,FAILED
TXN0862,2025-06-22,619.26,EUR,PENDING
TXN0863,2025-06-21,3637.81,INR,SUCCESS
TXN0864,2025-06-17,4434.27,EUR,SUCCESS
TXN0865,2025-06-24,3911.64,INR,FAILED
TXN0866,2025-06-22,689.97,USD,PENDING
TXN0867,2025-06-24,3598.64,USD,PENDING
TXN0868,2025-06-19,2120.33,USD,PENDING
TXN0869,2025-06-18,1971.35,EUR,SUCCESS
TXN0870,2025-06-24,2854.62,INR,FAILED
TXN0871,2025-06-25,416.98,EUR,PENDING
TXN0872,2025-06-18,936.66,INR,SUCCESS
TXN0873,2025-06-26,766.94,INR,PENDING
TXN0874,2025-06-19,1754.62,USD,SUCCESS
TXN0875,2025-06-23,4064.0,USD,SUCCESS
TXN0876,2025-06-27,2911.5,USD,PENDING
TXN0877,2025-06-25,2666.47,USD,SUCCESS
TXN0878,2025-06-23,2936.59,EUR,PENDING
TXN0879,2025-06-26,3585.85,USD,FAILED
TXN0880,2025-06-18,1400.52,USD,FAILED
TXN0881,2025-06-24,2295.25,EUR,PENDING
TXN0882,2025-06-17,2232.45,USD,PENDING
TXN0883,2025-06-19,4886.21,EUR,FAILED
TXN0884,2025-06-17,2421.46,USD,PENDING
TXN0885,2025-06-27,2727.49,USD,PENDING
TXN0886,2025-06-27,3011.4,USD,SUCCESS
TXN0887,2025-06-17,2363.65,USD,PENDING
TXN0888,2025-06-25,3346.53,EUR,FAILED
TXN0889,2025-06-17,2348.69,EUR,FAILED
TXN0890,2025-06-17,4929.94,USD,FAILED
TXN0891,2025-06-25,4801.44,INR,SUCCESS
TXN0892,2025-06-18,326.03,INR,FAILED
TXN0893,2025-06-22,3379.95,EUR,PENDING
TXN0894,2025-06-21,2746.82,INR,FAILED
TXN0895,2025-06-20,4565.34,INR,FAILED
TXN0896,2025-06-20,2625.29,USD,PENDING
TXN0897,2025-06-25,892.61,INR,FAILED
TXN0898,2025-06-22,2493.77,EUR,FAILED
TXN0899,2025-06-25,3868.15,EUR,SUCCESS
TXN0900,2025-06-18,4349.07,EUR,PENDING
TXN0901,2025-06-27,4486.48,INR,SUCCESS
TXN0902,2025-06-19,3396.01,USD,PENDING
TXN0903,2025-06-21,471.72,EUR,PENDING
TXN0904,2025-06-17,836.29,INR,PENDING
TXN0905,2025-06-24,3764.7,USD,SUCCESS
TXN0906,2025-06-22,2493.95,INR,SUCCESS
TXN0907,2025-06-25,4592.39,EUR,PENDING
TXN0908,2025-06-19,199.04,EUR,SUCCESS
TXN0909,2025-06-22,1195.42,EUR,FAILED
TXN0910,2025-06-19,3735.41,INR,FAILED
TXN0911,2025-06-18,1614.28,USD,PENDING
TXN0912,2025-06-27,2807.42,EUR,FAILED
TXN0913,2025-06-22,1123.2,INR,PENDING
TXN0914,2025-06-21,4584.8,USD,FAILED
TXN0915,2025-06-24,4214.92,EUR,PENDING
TXN0916,2025-06-26,4246.03,INR,FAILED
TXN0917,2025-06-21,4378.92,INR,PENDING
TXN0918,2025-06-25,4037.88,INR,SUCCESS
TXN0919,2025-06-22,4651.54,USD,FAILED
TXN0920,2025-06-17,3237.08,INR,PENDING
TXN0921,2025-06-21,3545.98,USD,PENDING
TXN0922,2025-06-24,1618.91,EUR,FAILED
TXN0923,2025-06-21,4612.17,EUR,PENDING
TXN0924,2025-06-22,3609.57,EUR,PENDING
TXN0925,2025-06-20,2737.22,INR,PENDING
TXN0926,2025-06-19,2430.49,INR,SUCCESS
TXN0927,2025-06-25,4564.97,INR,FAILED
TXN0928,2025-06-24,322.54,EUR,FAILED
TXN0929,2025-06-26,2995.5,INR,FAILED
TXN0930,2025-06-17,1728.75,USD,SUCCESS
TXN0931,2025-06-19,783.88,EUR,SUCCESS
TXN0932,2025-06-27,229.5,EUR,SUCCESS
TXN0933,2025-06-21,2543.15,USD,SUCCESS
TXN0934,2025-06-23,4232.04,USD,FAILED
TXN0935,2025-06-23,1332.53,INR,PENDING
TXN0936,2025-06-25,4527.84,INR,FAILED
TXN0937,2025-06-27,1555.27,INR,FAILED
TXN0938,2025-06-17,1785.01,INR,SUCCESS
TXN0939,2025-06-26,2754.66,USD,FAILED
TXN0940,2025-06-17,3265.58,INR,FAILED
TXN0941,2025-06-22,3456.67,EUR,SUCCESS
TXN0942,2025-06-27,4968.89,EUR,FAILED
TXN0943,2025-06-26,2696.24,USD,SUCCESS
TXN0944,2025-06-23,2424.94,INR,FAILED
TXN0945,2025-06-20,4144.1,INR,FAILED
TXN0946,2025-06-25,1534.54,EUR,SUCCESS
TXN0947,2025-06-27,1236.47,EUR,SUCCESS
TXN0948,2025-06-19,4264.31,USD,FAILED
TXN0949,2025-06-19,4274.09,USD,FAILED
TXN0950,2025-06-20,2172.28,USD,SUCCESS
TXN0951,2025-06-18,1847.12,EUR,SUCCESS
TXN0952,2025-06-23,4467.0,USD,PENDING
TXN0953,2025-06-24,1538.21,INR,SUCCESS
TXN0954,2025-06-20,3416.21,USD,FAILED
TXN0955,2025-06-20,3706.68,USD,FAILED
TXN0956,2025-06-21,1468.9,EUR,FAILED
TXN0957,2025-06-18,4754.82,INR,PENDING
TXN0958,2025-06-20,1913.11,INR,FAILED
TXN0959,2025-06-17,1000.71,EUR,FAILED
TXN0960,2025-06-20,4492.01,INR,PENDING
TXN0961,2025-06-20,2805.11,USD,SUCCESS
TXN0962,2025-06-19,1767.7,USD,SUCCESS
TXN0963,2025-06-23,2501.13,EUR,FAILED
TXN0964,2025-06-23,1759.5,INR,FAILED
TXN0965,2025-06-22,2129.86,INR,FAILED
TXN0966,2025-06-23,3055.78,EUR,FAILED
TXN0967,2025-06-22,471.1,INR,PENDING
TXN0968,2025-06-27,463.22,USD,FAILED
TXN0969,2025-06-26,509.67,EUR,PENDING
TXN0970,2025-06-19,810.93,INR,SUCCESS
TXN0971,2025-06-24,2218.13,EUR,SUCCESS
TXN0972,2025-06-24,1878.97,INR,SUCCESS
TXN0973,2025-06-26,3083.05,INR,SUCCESS
TXN0974,2025-06-22,248.25,EUR,SUCCESS
TXN0975,2025-06-17,203.97,USD,FAILED
TXN0976,2025-06-21,4616.42,EUR,SUCCESS
TXN0977,2025-06-24,4614.92,EUR,PENDING
TXN0978,2025-06-27,1808.44,EUR,FAILED
TXN0979,2025-06-20,1769.22,USD,PENDING
TXN0980,2025-06-17,1820.56,EUR,PENDING
TXN0981,2025-06-24,3569.83,USD,PENDING
TXN0982,2025-06-26,1048.57,INR,SUCCESS
TXN0983,2025-06-23,359.96,INR,PENDING
TXN0984,2025-06-26,1195.91,EUR,PENDING
TXN0985,2025-06-26,2487.62,USD,SUCCESS
TXN0986,2025-06-19,321.08,EUR,PENDING
TXN0987,2025-06-24,1766.75,EUR,FAILED
TXN0988,2025-06-25,1828.56,EUR,FAILED
TXN0989,2025-06-24,691.38,USD,PENDING
TXN0990,2025-06-17,1994.05,USD,FAILED
TXN0991,2025-06-26,3484.65,USD,FAILED
TXN0992,2025-06-22,4452.92,EUR,PENDING
TXN0993,2025-06-21,2966.17,EUR,FAILED
TXN0994,2025-06-19,3702.62,INR,SUCCESS
TXN0995,2025-06-25,3638.12,INR,PENDING
TXN0996,2025-06-23,3776.6,INR,FAILED
TXN0997,2025-06-24,3844.96,USD,PENDING
TXN0998,2025-06-24,2428.21,USD,SUCCESS
TXN0999,2025-06-22,4354.37,EUR,FAILED
TXN1000,2025-06-19,1046.05,INR,PENDING
TXN1001,2025-06-18,2219.58,INR,SUCCESS
TXN1002,2025-06-20,1612.39,USD,FAILED
TXN1003,2025-06-26,3518.93,EUR,FAILED
TXN1004,2025-06-18,372.47,EUR,SUCCESS
TXN1005,2025-06-23,2344.22,EUR,SUCCESS
TXN1006,2025-06-23,3641.41,USD,SUCCESS
TXN1007,2025-06-17,2589.85,EUR,FAILED
TXN1008,2025-06-27,3186.24,EUR,FAILED
TXN1009,2025-06-25,2938.91,INR,FAILED
TXN1010,2025-06-26,3814.99,EUR,SUCCESS
TXN1011,2025-06-20,4447.86,EUR,PENDING
TXN1012,2025-06-26,1116.39,EUR,FAILED
TXN1013,2025-06-17,3296.72,USD,PENDING
TXN1014,2025-06-25,2167.72,EUR,SUCCESS
TXN1015,2025-06-22,556.34,INR,FAILED
TXN1016,2025-06-26,4572.47,USD,PENDING
TXN1017,2025-06-24,1133.68,INR,PENDING
TXN1018,2025-06-24,4729.58,USD,SUCCESS
TXN1019,2025-06-18,2295.4,USD,FAILED
TXN1020,2025-06-19,2577.69,USD,SUCCESS
TXN1021,2025-06-25,3410.79,EUR,PENDING
TXN1022,2025-06-18,2651.84,EUR,SUCCESS
TXN1023,2025-06-23,4246.68,EUR,FAILED
TXN1024,2025-06-17,2639.59,INR,FAILED
TXN1025,2025-06-22,4630.09,INR,SUCCESS
TXN1026,2025-06-19,1397.73,USD,PENDING
TXN1027,2025-06-21,3171.25,EUR,SUCCESS
TXN1028,2025-06-19,3783.04,EUR,FAILED
TXN1029,2025-06-23,3460.82,EUR,PENDING
TXN1030,2025-06-23,1322.03,INR,FAILED
TXN1031,2025-06-17,3671.28,INR,SUCCESS
TXN1032,2025-06-19,2483.89,EUR,PENDING
TXN1033,2025-06-19,3623.48,EUR,SUCCESS
TXN1034,2025-06-27,839.53,USD,FAILED
TXN1035,2025-06-22,1742.24,EUR,PENDING
TXN1036,2025-06-17,2283.54,INR,SUCCESS
TXN1037,2025-06-27,4663.04,USD,PENDING
TXN1038,2025-06-21,3745.08,INR,FAILED
TXN1039,2025-06-27,3547.04,INR,SUCCESS
TXN1040,2025-06-19,523.66,EUR,FAILED
TXN1041,2025-06-18,2685.4,USD,FAILED
TXN1042,2025-06-25,2574.16,USD,PENDING
